FOLIO,P3_5,Ingreso mensual por trabajo,Registra ingresos y gastos,Anotaciones de gastos,Dinero separado para pagos y gastos diarios,Ingreso suficiente para cubrir gastos desde julio 2020,Préstamos a conocidos,Uso de ahorros,Reducción de gastos,Venta o empeño de bienes,Adelanto salarial/trabajo extra,Uso de tarjeta de crédito o préstamo bancario,Cursos sobre ahorro y presupuestos,Conocimiento básico de inflación,Enfoque en el presente,Gasto del dinero,Revisión detallada del dinero,Optimismo económico,Dinero suficiente para gastos,Tranquilidad financiera,Cuenta de ahorro,Ahorro en cuenta,Seguro,SEXO,EDAD,GRUPO_EDAD,Grupo_Ingreso
9533,No trabajó,,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,No,,Sí,Hombre,64,51-70,
9534,Trabajó por lo menos una hora,8000.0,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,Sí,Sí,Mujer,34,31-50,+5k
9535,Es estudiante,,Sí,No,No,No,No,No,No,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,18,18-30,
9536,Es jubilada(o) o pensionada(o),,Sí,Sí,No,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Hombre,68,51-70,
9537,Trabajó por lo menos una hora,15000.0,No,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No sabe,De acuerdo,De acuerdo,No,,Sí,Mujer,30,31-50,+10k
9538,Trabajó por lo menos una hora,9000.0,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,No,,No,Mujer,48,31-50,+5k
9538,Trabajó por lo menos una hora,99.0,Sí,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,54,51-70,0-1k
9539,Trabajó por lo menos una hora,3000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,33,31-50,+1k
9540,Trabajó por lo menos una hora,6800.0,No,No,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Mujer,41,31-50,+5k
9541,Es jubilada(o) o pensionada(o),,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,66,51-70,
9542,Trabajó por lo menos una hora,5000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,46,31-50,+5k
9543,Trabajó por lo menos una hora,3000.0,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,25,18-30,+1k
9544,Trabajó por lo menos una hora,2200.0,No,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,30,31-50,+1k
9545,Trabajó por lo menos una hora,1000.0,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,43,31-50,+1k
9546,Trabajó por lo menos una hora,8000.0,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,No,Mujer,31,31-50,+5k
9547,Trabajó por lo menos una hora,2100.0,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,No,,No,Hombre,61,51-70,+1k
9548,Es jubilada(o) o pensionada(o),,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,73,71+,
9549,Es jubilada(o) o pensionada(o),,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,No,,No,Hombre,64,51-70,
9550,Trabajó por lo menos una hora,10000.0,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,42,31-50,+10k
9551,Trabajó por lo menos una hora,1600.0,No,No,Sí,No,No,No,Sí,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,53,51-70,+1k
9552,Es jubilada(o) o pensionada(o),,No,No,No,No,Sí,No,Sí,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,78,71+,
9553,Trabajó por lo menos una hora,14000.0,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Mujer,59,51-70,+10k
9554,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,30,31-50,
9555,Es estudiante,,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,21,18-30,
9556,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,No,,No,Mujer,54,51-70,
9557,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,34,31-50,
9558,Trabajó por lo menos una hora,6000.0,No,No,No,No,Sí,No,Sí,No,No,Sí,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,34,31-50,+5k
9559,Trabajó por lo menos una hora,8000.0,No,Sí,No,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Hombre,37,31-50,+5k
9560,Trabajó por lo menos una hora,3000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,64,51-70,+1k
9561,Trabajó por lo menos una hora,3000.0,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,27,18-30,+1k
9562,Trabajó por lo menos una hora,200.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,76,71+,0-1k
9563,Trabajó por lo menos una hora,10000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,22,18-30,+10k
9564,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,52,51-70,
9565,Trabajó por lo menos una hora,600.0,No,No,Sí,No,No,Sí,Sí,No,Sí,No,No,Falsa,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,No,,No,Hombre,25,18-30,0-1k
9566,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,Sí,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,31,31-50,
9567,Trabajó por lo menos una hora,2600.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,60,51-70,+1k
9568,Trabajó por lo menos una hora,1500.0,No,No,No,No,No,No,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,50,51-70,+1k
9569,No trabajó,1000.0,No,No,No,No,No,No,No,No,No,Sí,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,81,71+,+1k
9570,No trabajó,,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Mujer,74,71+,
9571,Trabajó por lo menos una hora,14000.0,Sí,No,No,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,No,,Sí,Hombre,27,18-30,+10k
9572,Trabajó por lo menos una hora,2400.0,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,53,51-70,+1k
9573,Trabajó por lo menos una hora,99888.0,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,29,18-30,No responde
9574,No trabajó,,No,No,No,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Mujer,70,71+,
9575,Trabajó por lo menos una hora,8000.0,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,32,31-50,+5k
9576,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,No,Mujer,68,51-70,
9577,No trabajó,,No,No,No,No,No,No,No,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,58,51-70,
9578,Trabajó por lo menos una hora,,No,No,No,No,Sí,No,No,No,No,No,No,Verdadera,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,23,18-30,
9579,No trabajó,,Sí,Sí,No,No,Sí,No,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,48,31-50,
9580,Trabajó por lo menos una hora,1400.0,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,50,51-70,+1k
9581,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,250.0,No,Sí,No,No,Sí,No,Sí,No,No,No,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,31,31-50,0-1k
9582,Trabajó por lo menos una hora,3000.0,No,No,No,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,67,51-70,+1k
9583,Trabajó por lo menos una hora,1200.0,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,28,18-30,+1k
9584,Trabajó por lo menos una hora,2800.0,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,51,51-70,+1k
9585,Trabajó por lo menos una hora,1500.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Mujer,63,51-70,+1k
9586,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Sí,Sí,No,Mujer,35,31-50,
9587,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Mujer,25,18-30,
9588,Trabajó por lo menos una hora,2200.0,No,No,Sí,No,No,Sí,Sí,No,Sí,No,No,No sabe,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,27,18-30,+1k
9589,Trabajó por lo menos una hora,1200.0,No,No,Sí,No,Sí,Sí,No,No,No,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,25,18-30,+1k
9590,Trabajó por lo menos una hora,6000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Hombre,59,51-70,+5k
9591,Trabajó por lo menos una hora,10000.0,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,42,31-50,+10k
9592,Trabajó por lo menos una hora,30000.0,No,Sí,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,30,31-50,+30k
9593,Trabajó por lo menos una hora,10000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Hombre,44,31-50,+10k
9594,Es jubilada(o) o pensionada(o),,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Hombre,70,71+,
9595,Trabajó por lo menos una hora,25000.0,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,Sí,Hombre,65,51-70,+20k
9596,Trabajó por lo menos una hora,50000.0,Sí,Sí,Sí,Sí,,,,,,,Sí,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,52,51-70,+50k
9597,Trabajó por lo menos una hora,,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Mujer,49,31-50,
9598,Trabajó por lo menos una hora,1800.0,Sí,No,Sí,No,Sí,Sí,Sí,No,No,Sí,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,No,Hombre,28,18-30,+1k
9599,Trabajó por lo menos una hora,1200.0,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,No,Falsa,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,Sí,No sabe,Hombre,25,18-30,+1k
9600,"Tenía trabajo, pero no trabajó",2800.0,No,No,Sí,No,No,No,No,No,No,No,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,No,,Sí,Hombre,66,51-70,+1k
9601,Trabajó por lo menos una hora,1300.0,No,No,Sí,No,No,No,Sí,No,Sí,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,No,,Sí,Mujer,28,18-30,+1k
9602,Trabajó por lo menos una hora,0.0,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,36,31-50,No recibe ingresos
9603,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,Sí,,,,,,,No,Falsa,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,33,31-50,
9604,Trabajó por lo menos una hora,10000.0,No,No,No,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,24,18-30,+10k
9605,Trabajó por lo menos una hora,1500.0,No,No,No,No,No,No,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,50,51-70,+1k
9606,Trabajó por lo menos una hora,7000.0,Sí,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Hombre,31,31-50,+5k
9607,Es jubilada(o) o pensionada(o),2000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,Sí,Mujer,52,51-70,+1k
9608,Es jubilada(o) o pensionada(o),,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,No,Mujer,69,51-70,
9609,No trabajó,,No,No,No,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,No sabe,Ni de acuerdo ni en desacuerdo,No,,Sí,Mujer,84,71+,
9610,No trabajó,,No,No,No,Sí,,,,,,,No,No sabe,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Mujer,77,71+,
9611,Trabajó por lo menos una hora,12000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Mujer,44,31-50,+10k
9612,No trabajó,,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Mujer,79,71+,
9613,Trabajó por lo menos una hora,99888.0,Sí,Sí,Sí,Sí,,,,,,,Sí,Verdadera,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Mujer,33,31-50,No responde
9614,No trabajó,,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Mujer,89,71+,
9615,Trabajó por lo menos una hora,70000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Hombre,77,71+,+50k
9616,Trabajó por lo menos una hora,10000.0,No,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Sí,Sí,No,Mujer,27,18-30,+10k
9617,Es jubilada(o) o pensionada(o),,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,75,71+,
9618,Trabajó por lo menos una hora,6000.0,Sí,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Mujer,27,18-30,+5k
9619,Es estudiante,,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Mujer,23,18-30,
9620,Es jubilada(o) o pensionada(o),,No,No,No,Sí,,,,,,,Sí,Verdadera,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Mujer,58,51-70,
9621,Es estudiante,,No,No,No,Sí,,,,,,,No,Falsa,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Hombre,18,18-30,
9622,Es jubilada(o) o pensionada(o),,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Mujer,57,51-70,
9623,Trabajó por lo menos una hora,300.0,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,42,31-50,0-1k
9624,Trabajó por lo menos una hora,15000.0,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,Sí,Hombre,47,31-50,+10k
9625,Trabajó por lo menos una hora,8000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,27,18-30,+5k
9626,Trabajó por lo menos una hora,13000.0,No,No,Sí,Sí,,,,,,,Sí,Falsa,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,Sí,Hombre,45,31-50,+10k
9627,Trabajó por lo menos una hora,15000.0,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Mujer,50,51-70,+10k
9628,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Verdadera,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,36,31-50,
9629,Buscó trabajo,,No,Sí,Sí,No,No,No,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,20,18-30,
9630,Trabajó por lo menos una hora,4000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,48,31-50,+1k
9631,Trabajó por lo menos una hora,1500.0,No,No,No,No,No,No,Sí,No,No,No,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,38,31-50,+1k
9632,Trabajó por lo menos una hora,1500.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Hombre,33,31-50,+1k
9633,Trabajó por lo menos una hora,4000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,38,31-50,+1k
